company;Contacté;Notes;website_url;activity_sector;attributed_sale;status
hachette livre editions larousse;Non;;https://www.hachette.fr/editeur/larousse;Other;;
h3 campus;Non;;https://www.h3campus.fr/;Formation/Education;;
ekimetrics;Non;;https://ekimetrics.com/;Other;;
foncia groupe;Non;;https://fr.foncia.com/notre-ambition;Other;;
fnac;Non;;https://www.fnac.com/;Other;;
ffb;Non;;https://www.ffbatiment.fr/;Other;;
fcai (fayat construction achats investissements);Non;;https://fcai.fayat.com/;Other;;
fairmat;Non;;https://www.fairmat.tech/;Other;;
extia ingenierie;Non;;https://www.extia-ingenierie.com/;Other;;
expertise france;Non;;https://www.expertisefrance.fr/;Recruitment;;
exens solutions;Non;;https://www.exens-solutions.com/;Other;;
eurosyn;Non;;http://www.eurosyn.fr/;Recruitment;;
euronext;Non;;https://live.euronext.com/fr/markets/paris;Other;;
erm group;Non;;https://www.erm.com/;Other;;
gustave roussy;Non;;https://www.gustaveroussy.fr/fr;Other;;
eri;Non;;https://www.eri.fr/;Other;;
eramet;Non;;https://www.eramet.com/fr/;Other;;
equans;Non;;https://www.equans.fr/;Other;;
epicene;Non;;https://fr.wiktionary.org/wiki/%C3%A9pic%C3%A8ne;Other;;
ennov;Non;;https://fr.ennov.com/;Other;;
engie energie services;Non;;https://www.engie.com/activites/services-a-lenergie;Other;;
engie;Non;;https://particuliers.engie.fr/;Other;;
emmaus connect;Non;;https://emmaus-connect.org/;Other;;
elysis idf;Non;;https://www.elysis.fr/;Other;;
elysis consulting;Non;;https://www.elysis.fr/;Other;;
elis;Non;;https://fr.elis.com/fr;Other;;
fondation de france;Non;;https://www.fondationdefrance.org/fr/;Other;;
foo seng;Non;;https://fooseng.com/;Other;;
force interim;Non;;https://force-interim.com/;Recruitment;;
francare;Non;;https://francare.com/;Other;;
gse france;Non;;https://www.gsegroup.com/;Other;;
groupe puce et plume;Non;;https://www.puceplume.fr/;Other;;
groupe primonial;Non;;https://www.primonial.com/;Other;;
groupe poste habitat;Non;;https://www.postehabitat.com/;Other;;
groupe philéo;Non;;https://seregec.fr/;Recruitment;;
groupe imf - imagerie moleculaire et fonctionnelle;Non;;https://www.imf-ccn.com/;Other;;
groupe imestia;Non;;https://www.groupe-imestia.fr/;Other;;
groupe helios - la courneuve siège;Non;;https://www.groupe-helios.com/agences/;Other;;
groupe gr5;Non;;https://www.facebook.com/groups/2608996042507559/;Other;;
groupe ficade;Non;;https://www.groupeficade.fr/;Other;;
groupe duval;Non;;https://www.groupeduval.com/;Other;;
groupe cyril lignac;Non;;https://cyrillignac.com/;Other;;
groupe crédit coopératif;Non;;https://www.credit-cooperatif.coop/votre-banque/une-autre-banque-est-possible/organisation-solide-solidaire/;Other;;
groupe chantelle lingerie;Non;;https://groupe.chantellelingerie.com/notre-groupe/;Other;;
groupe bpce;Non;;https://groupebpce.com/;Other;;
groupe barrière;Non;;https://www.groupebarriere.com/fr.html;Other;;
gms;Non;;https://www.e-marketing.fr/Definitions-Glossaire/GMS-Definition-Retail-Distribution-238200.htm;Other;;
gl events;Non;;https://www.gl-events.com/fr;Other;;
geodis;Non;;https://geodis.com/fr;Other;;
gecodis;Non;;https://fr.linkedin.com/company/gecodis-groupe-europeen-de-communication-et-de-distribution;Other;;
galileo global education france;Non;;https://www.ggeedu.fr/;Formation/Education;;
fromageries bel;Non;;https://www.groupe-bel.com/fr/;Other;;
frerejean freres;Non;;https://frerejeanfreres.com/;Other;;
frans bonhomme;Non;;https://www.fransbonhomme.fr/;Other;;
france terre d'asile;Non;;https://www.france-terre-asile.org/;Other;;
élivie;Non;;https://www.elivie.fr/;Recruitment;;
Hermès;;;https://www.hermes.com/;Other;;
L'Oréal;;;https://www.loreal-paris.fr/;Other;;
Sisley Paris;;;https://www.sisley-paris.com/;Other;;
Vantiva;;;https://www.vantiva.com/;Other;;
Buffalo Grill;;;https://www.buffalo-grill.fr/;Other;;
Guerlain;;;https://www.guerlain.com/fr/fr-fr;Other;;
Air France;;;https://wwws.airfrance.fr/;Other;;
Groupe Clarins;;;https://www.groupeclarins.com/fr/accueil/;Other;;
Dekra Personnel - Recrutement & Intérim Spécialisés;;;https://www.dekra-personnel.fr/;Recruitment;;
United Robotics Group;;;https://unitedrobotics.group/en;Other;;
Antenor;;;https://www.antenor.fr/en/;Recruitment;;
Engie Solutions France;;;https://www.engie-solutions.com/fr;Other;;
Roche Farma España;;;https://www.roche.es/;Other;;
Longchamp;;;https://www.longchamp.com/;Other;;
Lunii;;;https://lunii.com/fr-fr/;Other;;
Agilebuyer;;;https://agilebuyer.com/;Recruitment;;
Meteojob By Cleverconnect;;;https://www.meteojob.com/Emploi-Cleverconnect;Recruitment;;
Suez;;;https://www.suez.com/en;Other;;
Laboratoire Native;;;https://www.impala-sas.com/participation/laboratoire-native/;Other;;
Synergie;;;https://www.synergie.fr/;Recruitment;;
Korn Ferry;;;https://www.kornferry.com/;Recruitment;;
Robert Half;;;https://www.roberthalf.fr/;Recruitment;;
Schindler France;;;https://www.schindler.fr/fr.html;Other;;
Parfums Christian Dior;;;https://www.dior.com/fr_fr/beauty/fragrance/women-fragrance-home.html;Other;;
Qualis Recrutement;;;https://www.qualis-recrutement.fr/;Recruitment;;
Fondation Des Amis De L'Atelier;;;https://www.fondation-amisdelatelier.org/;Recruitment;;
Anjac Health & Beauty Group;;;https://www.anjac.com/en/;Other;;
Gouvernement;;;https://www.gouvernement.fr/;Other;;
Emploi-Collectivites.Fr;;;https://www.emploi-collectivites.fr/;Recruitment;;
Dekra France;;;https://www.dekra.fr/;Other;;
Dim;;;https://www.dim.fr/;Other;;
Cap Ingelec;;;https://www.capingelec.com/;Other;;
Uimm;;;https://uimm.lafabriquedelavenir.fr/;Formation/Education;;
Escp Business School;;;https://escp.eu/;Formation/Education;;
Claas;;;https://www.claas.fr/;Recruitment;;
Adsearch;;;https://www.adsearch.fr/en/;Recruitment;;
Cnp Assurances;;;https://www.cnp.fr/particuliers;Other;;
Hmarket Supermarchés;;;https://hmarket.fr/;Other;;
Fichet Group;;;https://www.fichetgroup.com/;Other;;
Caméléons Rh;;;https://cameleonsrh.com/;Recruitment;;
Rwe;;;https://www.rwe.com/en/;Recruitment;;
Best Interim;;;https://www.isadeveloppement.com/;Recruitment;;
Trescal;;;https://www.trescal.fr/;Recruitment;;
Brink’S Inc;;;https://us.brinks.com/;Other;;
Groupe Tf1;;;https://groupe-tf1.fr/;Other;;
Skills;;;https://skills-rh.fr/;Recruitment;;
Fortil;;;https://fortil.group/;Other;;
Ministère De L'Agriculture Et De La Souveraineté Alimentaire;;;https://agriculture.gouv.fr/;Other;;
Louis Dreyfus Armateurs (Lda);;;https://www.lda.fr/;Other;;
Pure Chase;;;https://purechase.fr/;Recruitment;;
Altelios Technology Group;;;https://www.altelios.com/;Other;;
Riversen;;;https://www.riversen.fr/;Other;;
Groupe Printemps;;;https://www.groupe-printemps.com/;Other;;
Tcr;;;https://www.tcr-series.com/;Other;;
Valeo;;;https://www.valeo.com/en/;Other;;
Greenyellow France;;;https://fr.greenyellow.com/en;Other;;
Pasteque.Io;;;https://pasteque.io/;Recruitment;;
Smac - Enveloppe Du Bâtiment / Etanchéité;;;https://www.smac-sa.com/;Other;;
Roche;;;https://www.roche.com/;Other;;
Crédit Agricole Cib;;;https://www.ca-cib.fr/;Other;;
Imerys;;;https://www.imerys.com/;Other;;
Manpower France;;;https://www.manpower.fr/;Recruitment;;
Bred;;;https://www.bred.fr/;Other;;
La Poste;;;https://www.laposte.fr/;Other;;
Saint-Gobain;;;https://www.saint-gobain.com/en;Other;;
Alessia;;;https://www.instagram.com/alessiasmusic/?hl=en;Recruitment;;
Domingues Couverture;;;https://dominguescouverture.fr/;Other;;
Orpi;;;https://www.orpi.com/;Other;;
Oetker Collection;;;https://www.oetkercollection.com/;Other;;
Prévoir;;;https://www.prevoir.com/;Other;;
Mr.Bricolage;;;https://www.mr-bricolage.fr/;Other;;
Jacquemus;;;https://www.jacquemus.com/en_fr;Other;;
Groupe Fiminco;;;https://www.fiminco.com/;Other;;
Groupe Bon Marché : Le Bon Marché Rive Gauche Et La Grande Epicerie De Paris.;;;https://fr.linkedin.com/company/le-bon-marche;Recruitment;;
Bfmtv;;;https://www.bfmtv.com/;Other;;
Groupe Carso;;;https://www.groupecarso.com/;Other;;
Ralph Lauren;;;https://www.ralphlauren.com/;Other;;
Ltd Recrutement;;;https://www.ltd-international.com/;Recruitment;;
Talents Unis;;;https://www.talents-unis.com/;Recruitment;;
Accueil Paris;;;https://www.parisaccueil.com/;Other;;
Harry Hope.;;;https://www.harry-hope.com/;Recruitment;;
Assistalents;;;https://www.assistalents.fr/;Recruitment;;
Sandro;;;https://fr.sandro-paris.com/;Other;;
Groupe Sos Solidarités;;;https://www.groupe-sos.org/groupe-sos-solidarites/;Other;;
Uside;;;https://uside.fr/;Other;;
Eres Recrutement;;;https://www.eres-group.com/recrutement/;Recruitment;;
Actual Paris 03;;;https://www.groupeactual.eu/agences-locales/emploi-actual-l-agencemploi-paris-3eme-arrondissement-215;Recruitment;;
Clint & Associes;;;https://clintassocies.com/;Recruitment;;
Ritz Paris;;;https://www.ritzparis.com/;Other;;
Talentis Horizon;;;https://www.talentishorizon.fr/fr;Recruitment;;
Funecap Groupe;;;https://www.funecap.group/;Other;;
Inelys;;;https://www.inelys.fr/;Other;;
Scor;;;https://www.scor.com/en;Other;;
Paris Entertainment Company;;;https://parisentertainmentcompany.com/en;Other;;
Liane Rh;;;https://www.liane-rh.fr/;Recruitment;;
Armonia;;;https://www.armonia-facilities.fr/fr;Recruitment;;
Néosoft;;;https://www.neosoft.fr/;Other;;
Anvergure Interim & Recrutement;;;https://www.anvergure.com/;Recruitment;;
Assas Hotels;;;https://www.assas-hotels.com/en/;Recruitment;;
École De Management Appliqué (Ema);;;https://www.ema.education/;Formation/Education;;
Assisteal Formation;;;https://www.assisteal.fr/;Formation/Education;;
Sacd;;;https://sacd.fr/fr;Other;;
Join.Com;;;https://join.com/;Recruitment;;
Kärcher;;;https://www.kaercher.com/fr/;Other;;
Chantelle;;;https://chantelle.com/fr;Other;Rachel;Pas intéressant
Mediawan;;;https://mediawan.com/en;Other;;
Ism Interprétariat;;;https://ism-interpretariat.fr/;Other;;
Hotellery Recrutement;;;https://fr.linkedin.com/company/hotellery;Recruitment;;
Avea La Poste;;;https://www.avea-vacances.fr/;Other;;
Jobfirst;;;https://jobfirst.io/;Recruitment;;
Dresco;;;https://dresco.fr/en/;Other;;
People&Baby;;;https://www.people-and-baby.com/;Other;;
Aktisea;;;https://www.aktisea.com/;Recruitment;;
Bedrock Streaming;;;https://bedrockstreaming.com/;Other;;
Marco Vasco;;;https://www.marcovasco.fr/;Other;;
Four Seasons Hotels And Resorts;;;https://www.fourseasons.com/;Other;;
Gif Emploi;;;https://www.gif-emploi.fr/;Recruitment;;
Frogpubs;;;https://www.frogpubs.com/;Other;;
Sorbonne Université;;;https://www.sorbonne-universite.fr/;Formation/Education;;
Voyageurs Du Monde;;;https://www.voyageursdumonde.fr/voyage-sur-mesure;Other;;
Mdp;;;https://www.mdp-utilitaire.fr/;Other;;
Ltd;;;https://www.ltd-international.com/;Recruitment;;
Nolinski Paris;;;https://nolinskiparis.com/en/;Other;;
Global Production Supply;;;https://globalsupply.fr/;Other;;
Take A Waste;;;https://takeawaste.fr/;Other;;
E.I.P.D.C.E;;;https://www.carrieres-juridiques.com/organisme-de-formations/eipdce-ecole-internationale-privee-de-droit-compare-et-d-economie/524;Formation/Education;;
Celine;;;https://www.celine.com/fr-fr/home;Other;;
Akela Intérim;;;https://akela-expert-rh.fr/;Recruitment;;
Time Solution L Cabinet De Recrutement & Solutions Rh;;;https://fr.linkedin.com/company/time-solution-solutions-rh;Recruitment;;
Babyliss;;;https://www.babyliss.com/fr-fr/accueil/;Other;;
Modis;;;https://www.modis.com/;Recruitment;;
Page Personnel;;;https://www.pagepersonnel.fr/;Recruitment;;
Anssi - Agence Nationale De La Sécurité Des Systèmes D'Information;;;https://cyber.gouv.fr/;Other;;
Lactalis International;;;https://www.lactalis-international.com/;Other;;
Lhh;;;https://www.lhh.com/fr/fr/;Recruitment;;
Jobberry Supply;;;https://www.jobberry.com/;Recruitment;;
Compleo Rh;;;https://www.compleo-rh.com/;Recruitment;;
Kelly Services France;;;https://www.kellyservices.fr/;Recruitment;;
Ryder Reid Legal;;;https://www.ryderreid.com/;Recruitment;;
Le Bon Candidat Recrutement & Intérim;;;https://www.leboncandidat.fr/;Recruitment;;
Sofrat;;;https://www.sofrat.net/;Other;;
L’Occitane Group;;;https://group.loccitane.com/;Other;;
Rivp;;;https://www.rivp.fr/;Other;;
Inaden Recrutement;;;https://inaden-recrutement.fr/;Recruitment;;
Fédération Française De Tennis;;;https://www.fft.fr/;Recruitment;;
Zoll Medical Corporation;;;https://www.zoll.com/;Other;;
Groupe Aurlom Éducation;;;https://www.aurlom.com/;Formation/Education;;
Mh Service De Nettoyage;;;https://service-de-nettoyage.fr/;Other;;
Lip Solutions Rh;;;https://www.groupelip.com/503-agence-interim-paris-tertiaire-services;Recruitment;;
Easy'S Recrutement;;;https://recrute.pole-emploi.fr/page-entreprise/easy-s;Recruitment;;
Ecf Group;;;https://ecfgroup.com/en;Other;;
Réseau Talents;;;https://www.reseau-talents.fr/;Recruitment;;
Partnaire France;;;https://www.partnaire.fr/;Recruitment;;
Abil Ressources;;;https://www.abil-ressources.com/;Recruitment;;
Goyard;;;https://www.goyard.com/;Other;;
Boucheron;;;https://www.boucheron.com/fr_fr/;Other;;
France Télévisions;;;https://www.francetelevisions.fr/;Other;;
Lacoste;;;https://www.lacoste.com/;Other;;
Accueil;;;https://www.larousse.fr/dictionnaires/francais/accueil/569;Other;;
Sublica;;;https://sublica.fr/;Recruitment;;
Christian Dior Couture;;;https://en.wikipedia.org/wiki/Dior;Other;;
Mherit;;;https://www.mherit.fr/;Recruitment;;
Bon Talent → Cabinet De Recrutement & Approche Directe;;;https://bontalent.fr/;Recruitment;;
Orpi Le Bourget;;;https://www.orpi.com/orpilebourget/;Other;;
Market Pay;;;https://market-pay.com/en;Other;;
Hays;;;https://www.hays.fr/;Recruitment;;
Les Nouveaux Héritiers;;;https://www.lesnouveauxheritiers.com/fr;Recruitment;;
Eres;;;https://www.eresparis.com/eu/en/SplashScreen;Other;;
Caisse Nationale De Solidarité Pour L'Autonomie;;;https://www.cnsa.fr/;Other;;
Adb Recrutement;;;https://fr.indeed.com/q-adb-emplois.html;Recruitment;;
Essencemediacom France;;;https://www.essencemediacom.com/fr/local/fr;Other;;
Neithwork;;;https://www.neithwork.fr/;Recruitment;;
Groupe City One;;;https://www.cityone.fr/;Recruitment;;
Maison Et Services;;;https://www.maison-et-services.com/;Other;;
Deryckx Recrutement;;;https://deryckx-recrutement.com/;Recruitment;;
Elior Group;;;https://www.eliorgroup.com/;Other;;
Groupe Gr;;;https://www.groupe-gr.com/en;Recruitment;;
Civils De La Défense;;;https://contractuels.civils.defense.gouv.fr/offresdemploi;Recruitment;;
Unapei 92;;;https://www.unapei92.fr/;Other;;
Profila France;;;https://www.profila.fr/;Recruitment;;
Medicoop France;;;https://medicoop-france.fr/;Recruitment;;
Amazon;;;https://www.amazon.com/;Other;;
Hotel Chadstone Melbourne Mgallery;;;https://www.hotelchadstone.com.au/;Other;;
Sintel Recrutement;;;https://www.sintel-recrutement.fr/;Recruitment;;
Habitat & Jardin;;;http://www.habitatetjardin.com/;Other;;
Fédération Apajh;;;https://www.apajh.org/;Formation/Education;;
Ademe;;;https://www.ademe.fr/en/frontpage/;Other;;
Elior Services;;;https://www.elior-services.fr/;Other;;
Classeos;;;https://www.classeos.com/;Formation/Education;;
Volkswagen Group France;;;https://volkswagengroup.fr/;Recruitment;;
Udaf - Union Départementale Des Associations Familiales;;;https://www.unaf.fr/reseau-unaf-udaf-uraf/;Other;;
Luxe Talent;;;https://www.luxetalent.fr/;Recruitment;;
Job Link;;;https://www.joblink.fr/;Recruitment;;
Caisse Nationale De L’Assurance Maladie;;;https://www.ameli.fr/;Other;;
Ufcv;;;https://www.ufcv.fr/;Formation/Education;;
Sixense Group;;;https://www.sixense-group.com/;Other;;
Pkf Arsilon;;;https://www.pkf-arsilon.com/en/;Other;;
Unik&Co;;;https://unikandco.com/;Recruitment;;
Nestlé;;;https://www.nestle.fr/;Other;;
Serenest By Vermaat;;;https://serenest.fr/;Other;;
Anthills;;;https://www.anthills.fr/;Recruitment;;
Domino Rh;;;https://domino-rh.com/;Recruitment;;
Teamexpert;;;https://www.teamexpert.fr/;Recruitment;;
Groupe Sos;;;https://www.groupe-sos.org/;Other;;
R2T Grand Paris;;;https://fr.linkedin.com/company/r2t-grand-paris;Recruitment;;
Cofrac;;;https://www.cofrac.fr/en/;Other;;
L'École Supérieure De La Banque;;;https://www.esbanque.fr/;Formation/Education;;
Kalhyge;;;https://www.kalhyge.fr/;Other;;
Estp;;;https://www.estp.fr/en;Formation/Education;;
Krys Group;;;https://www.krys-group.com/;Other;;
Bloom Alternance;;;https://bloom-alternance.fr/;Recruitment;;
Cdc Habitat;;;https://www.cdc-habitat.fr/;Other;;
Expectra;;;https://www.expectra.fr/;Recruitment;;
Meilleurtaux;;;https://www.meilleurtaux.com/;Other;;
Agroparistech;;;https://www.agroparistech.fr/;Formation/Education;;
Randstad France;;;https://www.randstad.fr/;Recruitment;;
Legal & Hr Talents;;;https://www.legaltalents.fr/;Recruitment;;
Ecome Formation;;;https://www.ecomeformation.fr/;Formation/Education;;
Healthy Group;;;https://healthy-group.fr/;Other;;
Ginger Sofreco;;;https://www.groupeginger.com/en/filiales/ginger-sofreco-2/;Other;;
Iperia;;;https://www.iperia.eu/;Formation/Education;;
Adservio Group;;;https://www.adservio.fr/;Other;;
Elysées Apprentissage;;;https://www.elysees-apprentissage.fr/;Formation/Education;;
Editions De Parfums Frédéric Malle;;;https://www.fredericmalle.eu/fr-e-uf/;Other;;
Lydia;;;https://www.lydia-app.com/en/;Other;;
Protection Civile Paris Seine;;;https://www.protectioncivile.org/;Formation/Education;;
Ufcv Occitanie;;;https://www.ufcv.fr/Occitanie;Formation/Education;;
Kering;;;https://www.kering.com/en/;Other;;
Parcours Insertion Fles Paris;;;https://www.flesdeparis.fr/;Formation/Education;;
Arvato Chanteloup Sas;;;https://www.pagesjaunes.fr/pros/07065136;Other;;
Cycas Hospitality;;;https://cycashospitality.com/;Recruitment;;
Ge Healthcare;;;https://www.gehealthcare.com/;Other;;
Greenworking;;;https://www.greenworking.fr/;Formation/Education;;
Hn Services;;;https://www.hn-services.com/en/;Other;;
Ginger;;;https://en.wikipedia.org/wiki/Ginger;Formation/Education;;
Stellantis;;;https://www.stellantis.com/en;Other;;
Europcar Mobility Group;;;https://europcar-mobility-group.com/;Other;;
Novo Nordisk;;;https://www.novonordisk.com/;Other;;
Huh Corporate;;;https://www.huhcorporate.com/;Formation/Education;;
Equans France;;;https://www.equans.fr/;Other;;
